page,country,rev_id,population,region,article_quality
Kayode Soyinka,Nigeria,798507447,206.14,AFRICA,C
Somnath Lahiri,India,798507651,1400.1,ASIA,Start
Ozan Yanar,Finland,798508834,5.529,EUROPE,Stub
Meegan Fitzharris,Australia,798511284,25.754,OCEANIA,Start
Kemi Adeosun,Nigeria,798515840,206.14,AFRICA,Start
Ken Dillen,Canada,798516495,38.19,NORTHERN AMERICA,Start
Pholisa Makeleni,South Africa,798520001,59.628,AFRICA,Stub
Kenneth Kedi,Marshall Islands,798520119,57.0,OCEANIA,Stub
Mansor Othman,Malaysia,798521153,32.781,ASIA,Stub
Hamzeh Shakib,Iran,798521474,84.15,ASIA,Stub
Mahmoud Khosravivafa,Iran,798524621,84.15,ASIA,Stub
Kevin Sullivan (communications professional),United States,798526086,329.87800000000004,NORTHERN AMERICA,Start
Nader Shariatmadari,Iran,798526589,84.15,ASIA,Stub
Hassan Ziari,Iran,798526669,84.15,ASIA,Stub
Khalid bin Mohammad Al Attiyah,Qatar,798527815,2.839,ASIA,C
Khalil Maleki,Iran,798528014,84.15,ASIA,Start
Edwin Porter Arrowsmith,United Kingdom,798528026,67.16,EUROPE,Stub
Khazen,Lebanon,798528704,6.825,ASIA,B
K. S. Sabarinathan,India,798531706,1400.1,ASIA,Start
Mohamad Imran Abdul Hamid,Malaysia,798531872,32.781,ASIA,Stub
Mufti Muhammad Abbas,Pakistan,798532002,220.94,ASIA,Stub
Arbab Jehangir Khan,Pakistan,798532524,220.94,ASIA,Stub
"Mostafa Hashemitaba presidential campaign, 2017",Iran,798533640,84.15,ASIA,Stub
Oscar Ling Chai Yew,Malaysia,798535115,32.781,ASIA,Stub
Ana Guțu,Moldova,798538579,3.535,EUROPE,Start
Wang Keying,China,798539797,1402.385,ASIA,Stub
Adrien Sibomana,Burundi,798541884,11.866,AFRICA,Stub
Vlajko Stojiljković,Serbia,798544723,6.957000000000001,EUROPE,Start
Anton von Prokesch-Osten,Hungary,798548287,9.767000000000001,EUROPE,C
Om Prakash Chautala,India,798550386,1400.1,ASIA,Start
Kiço Mustaqi,Albania,798552371,2.838,EUROPE,C
Amat Al Alim Alsoswa,Yemen,798552999,29.826,ASIA,C
A. H. M. Fowzie,Sri Lanka,798553325,21.936999999999998,ASIA,Stub
Joker Arroyo,Philippines,798553329,109.581,ASIA,C
Klitschko brothers,Ukraine,798553416,41.778,EUROPE,C
Kofi Asante Ofori-Atta,Ghana,798555546,31.073,AFRICA,Start
Andrei Dmitriev (politician),Russia,798555786,146.733,EUROPE,Start
Qin Yuhai,China,798555984,1402.385,ASIA,C
Song Pingshun,China,798556097,1402.385,ASIA,Stub
Wan Xiaotang,China,798556283,1402.385,ASIA,Stub
Nadia Al-Sakkaf,Yemen,798556613,29.826,ASIA,C
Wu Tieh-cheng,Taiwan,798558498,23.61,ASIA,Stub
Xie Feng (politician),China,798558692,1402.385,ASIA,Stub
Kristalina Georgieva,Bulgaria,798560330,6.9270000000000005,EUROPE,C
Zhang Kehui,China,798560381,1402.385,ASIA,Stub
Zhao Liping,China,798561197,1402.385,ASIA,C
Zhou Xing (politician),China,798561595,1402.385,ASIA,Stub
Kuanyshbek Yessekeev,Kazakhstan,798561903,18.732,ASIA,Start
Ossian Aschan,Finland,798564951,5.529,EUROPE,Stub
Kyi Aung,Myanmar,798565577,54.70399999999999,ASIA,Start
Hervé Berville,France,798565999,64.94,EUROPE,Stub
Kálmán Mikszáth,Hungary,798566821,9.767000000000001,EUROPE,Start
Rolf Witting,Finland,798567091,5.529,EUROPE,Start
Christian Estrosi,France,798567112,64.94,EUROPE,C
Ahmed Midaoui,Morocco,798567496,35.952,AFRICA,Start
Antti Lassila,Finland,798569014,5.529,EUROPE,Stub
Baha Araji,Iraq,798569398,39.725,ASIA,Start
Davoud Hermidas-Bavand,Iran,798570513,84.15,ASIA,Start
Etta Banda,Malawi,798571014,19.13,AFRICA,Start
Asghar Parsa,Iran,798574254,84.15,ASIA,Stub
Dariush Forouhar,Iran,798574475,84.15,ASIA,Start
Giovanni De Andrea,Italy,798575514,60.29600000000001,EUROPE,Start
Itzik Shmuli,Israel,798576875,9.216000000000001,ASIA,Start
Kadhim Finjan,Iraq,798577626,39.725,ASIA,Start
Krong Chandawong,Thailand,798578057,66.53399999999999,ASIA,Stub
Laurent Nouvion,Monaco,798578265,38.0,EUROPE,Stub
Alexey Fyodorovich Orlov,Russia,798579045,146.733,EUROPE,Start
María Eugenia Campos Galván,Mexico,798579775,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Laimdota Straujuma,Latvia,798582884,1.902,EUROPE,Start
Raimond Kaljulaid,Estonia,798584054,1.331,EUROPE,Stub
Lakshman Kadirgamar,Sri Lanka,798584996,21.936999999999998,ASIA,C
Yadh Ben Achour,Tunisia,798585322,11.895999999999999,AFRICA,Start
Nikola Milev,Bulgaria,798588458,6.9270000000000005,EUROPE,C
Wenceslao Vinzons,Philippines,798588592,109.581,ASIA,C
Igor Rogov,Kazakhstan,798588600,18.732,ASIA,Start
Lansana Diané,Guinea,798589963,12.56,AFRICA,C
Veena Shahi,India,798591279,1400.1,ASIA,Stub
Suman Mahato,India,798591307,1400.1,ASIA,Stub
Mamtaz Sanghamita,India,798591335,1400.1,ASIA,Start
Uma Saren,India,798591337,1400.1,ASIA,Stub
Neelam Sonkar,India,798591341,1400.1,ASIA,Stub
Savitri Thakur,India,798591447,1400.1,ASIA,Stub
Begum Akbar Jehan Abdullah,India,798591716,1400.1,ASIA,Start
Akkamma Devi,India,798591718,1400.1,ASIA,Stub
Sarojini Mahishi,India,798591724,1400.1,ASIA,Start
Satwinder Kaur Dhaliwal,India,798591730,1400.1,ASIA,Start
Annai Meenambal Shivaraj,India,798591732,1400.1,ASIA,Stub
Bijoya Chakravarty,India,798591753,1400.1,ASIA,Start
Rajinder Kaur Bhattal,Pakistan,798591757,220.94,ASIA,C
Chandresh Kumari Katoch,India,798591770,1400.1,ASIA,Start
Renuka Chowdhury,India,798591772,1400.1,ASIA,C
Kailasho Devi,India,798591777,1400.1,ASIA,Stub
Preneet Kaur,India,798591781,1400.1,ASIA,C
Rita Verma,India,798591892,1400.1,ASIA,Start
Suryakanta Patil,India,798591916,1400.1,ASIA,Start
Girija Vyas,India,798591931,1400.1,ASIA,Start
Larry Smith (Canadian politician),Canada,798593125,38.19,NORTHERN AMERICA,C
Ranee Narah,India,798594242,1400.1,ASIA,Start
Sushila Nayyar,India,798595421,1400.1,ASIA,Start
R. Bindu,India,798595805,1400.1,ASIA,Stub
Sabitha Beegam,India,798595849,1400.1,ASIA,Stub
Wee Choo Keong,Malaysia,798597760,32.781,ASIA,C
Raquel Argandoña,Chile,798597984,19.47,LATIN AMERICA AND THE CARIBBEAN,Start
Laura Pollán,Cuba,798599858,11.280999999999999,LATIN AMERICA AND THE CARIBBEAN,Start
Joey Smallwood,Canada,798601275,38.19,NORTHERN AMERICA,C
Helene Weigel,Germany,798602835,83.3,EUROPE,Start
Su Chia-chyuan,Taiwan,798603007,23.61,ASIA,Start
Lawrence O'Brien,Canada,798604158,38.19,NORTHERN AMERICA,Start
Daiana Hissa,Argentina,798604928,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Marlene Madrigal Flores,Costa Rica,798609515,5.111000000000001,LATIN AMERICA AND THE CARIBBEAN,Start
Musine Kokalari,Albania,798610427,2.838,EUROPE,C
Abedin Dino,Albania,798610656,2.838,EUROPE,Start
Midhat Frashëri,Albania,798610664,2.838,EUROPE,C
Dhimitër Pasko,Albania,798610685,2.838,EUROPE,Start
Dhimitër Shuteriqi,Albania,798610693,2.838,EUROPE,C
Lee C. White,United States,798611065,329.87800000000004,NORTHERN AMERICA,Start
James E. Davis (councilman),United States,798612322,329.87800000000004,NORTHERN AMERICA,C
Leon Jordan,United States,798612337,329.87800000000004,NORTHERN AMERICA,C
Lee Scott (politician),United Kingdom,798612697,67.16,EUROPE,Start
Avni Rrustemi,Albania,798614973,2.838,EUROPE,C
Peter Lawson Jones,United States,798615883,329.87800000000004,NORTHERN AMERICA,Start
Arthur Teele,United States,798615991,329.87800000000004,NORTHERN AMERICA,C
Farouk Abu Issa,Sudan,798617013,43.849,AFRICA,Stub
Leif-Erik Holm,Germany,798617016,83.3,EUROPE,Stub
Hsu Te-hsiang,Taiwan,798618667,23.61,ASIA,Stub
Lenka Çuko,Albania,798618825,2.838,EUROPE,Start
Leo Negrelli,Italy,798619891,60.29600000000001,EUROPE,Start
Leon Brittan,United Kingdom,798620184,67.16,EUROPE,C
Isa Kalantari,Iran,798620275,84.15,ASIA,Stub
Leonard Braithwaite,Canada,798620874,38.19,NORTHERN AMERICA,C
Enrique Bermúdez,Nicaragua,798621483,6.596,LATIN AMERICA AND THE CARIBBEAN,C
Rommel Padilla,Philippines,798621567,109.581,ASIA,C
"Leonard Wolfson, Baron Wolfson",United Kingdom,798621652,67.16,EUROPE,Start
Leonardo Farkas,Chile,798621728,19.47,LATIN AMERICA AND THE CARIBBEAN,Start
Georgios Panagiotopoulos (politician),Greece,798621866,10.7,EUROPE,Stub
Leonid Nevzlin,Israel,798621965,9.216000000000001,ASIA,C
Ismail Ertug,Germany,798622549,83.3,EUROPE,Start
Sophia Akuffo,Ghana,798623020,31.073,AFRICA,Start
Vasily Rykov,Russia,798624227,146.733,EUROPE,Stub
"Leslie Turnberg, Baron Turnberg",United Kingdom,798624342,67.16,EUROPE,C
Carla Qualtrough,Canada,798624424,38.19,NORTHERN AMERICA,Start
André Obami Itou,Congo,798624952,5.518,AFRICA,C
Sun Zhaoxue,China,798625263,1402.385,ASIA,Start
Yang Fang-wan,Taiwan,798625304,23.61,ASIA,Stub
Saleh Kebzabo,Chad,798626040,16.877,AFRICA,C
Søren Jessen-Petersen,Denmark,798626493,5.829,EUROPE,Start
Yu Cheng-hsien,Taiwan,798627051,23.61,ASIA,Stub
Levi Zililo Mumba,Malawi,798628050,19.13,AFRICA,GA
Li Dongsheng,China,798630332,1402.385,ASIA,Start
Li Tianmin,China,798630593,1402.385,ASIA,Start
Lia Roberts,Romania,798630714,19.241,EUROPE,Stub
Ng Wei Aik,Malaysia,798630854,32.781,ASIA,Start
Licio Gelli,Italy,798633279,60.29600000000001,EUROPE,C
Lidia Gueiler Tejada,Bolivia,798633444,11.633,LATIN AMERICA AND THE CARIBBEAN,C
Seewoosagur Ramgoolam,Mauritius,798636116,1.265,AFRICA,C
Osman Pepe,Turkey,798636690,83.73700000000001,ASIA,Stub
Kerk Kim Hock,Malaysia,798638192,32.781,ASIA,Start
Chow Kon Yeow,Malaysia,798641007,32.781,ASIA,Start
Lincoln Alexander,Canada,798642074,38.19,NORTHERN AMERICA,B
Tulišen,China,798642761,1402.385,ASIA,Start
Linda Hepner,Canada,798643327,38.19,NORTHERN AMERICA,Stub
Gérard Pierre-Charles,Haiti,798643592,11.402999999999999,LATIN AMERICA AND THE CARIBBEAN,Stub
Enrico Celio,Switzerland,798643996,8.634,EUROPE,Stub
Mariano Suárez,Ecuador,798644005,17.511,LATIN AMERICA AND THE CARIBBEAN,Stub
Ahmad Daouk,Lebanon,798644007,6.825,ASIA,C
Ignatius Kutu Acheampong,Ghana,798644008,31.073,AFRICA,C
Edelmiro Julián Farrell,Argentina,798644009,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Start
José María Velasco Ibarra,Ecuador,798644014,17.511,LATIN AMERICA AND THE CARIBBEAN,C
Nico Diederichs,South Africa,798644017,59.628,AFRICA,Start
Ferenc Nagy,Hungary,798644019,9.767000000000001,EUROPE,Start
Ariffin Omar,Malaysia,798644652,32.781,ASIA,Start
Lionel Perez (politician),Canada,798647539,38.19,NORTHERN AMERICA,C
President of Bolivia,Bolivia,798648119,11.633,LATIN AMERICA AND THE CARIBBEAN,C
Vávra Suk,Czech Republic,798648973,10.716,EUROPE,Stub
"João Maurício Vanderlei, Baron of Cotegipe",Brazil,798649086,211.812,LATIN AMERICA AND THE CARIBBEAN,Start
List of 2006 Canadian incumbents,Canada,798650774,38.19,NORTHERN AMERICA,Start
Benia Chkhikvishvili,Russia,798650959,146.733,EUROPE,Start
Pang Chol-gap,"Korea, South",798653258,51.781000000000006,ASIA,Stub
Daba Diawara,Mali,798655153,20.250999999999998,AFRICA,Start
Pia Kjærsgaard,Denmark,798659801,5.829,EUROPE,C
Hassan Mohamed Jim’aale,Somalia,798660391,15.892999999999999,AFRICA,Stub
Gustaf Idman,Finland,798665482,5.529,EUROPE,Start
Rushern Baker IV,United States,798665641,329.87800000000004,NORTHERN AMERICA,Start
Zuhur Wanasi,Algeria,798667851,44.357,AFRICA,Start
Danielle de St. Jorre,Seychelles,798671157,98.0,AFRICA,Stub
E. E. C. Thuraisingham,Malaysia,798671264,32.781,ASIA,C
George Hill (Australian politician),Australia,798672295,25.754,OCEANIA,Stub
Sidharth Kuncalienker,India,798672443,1400.1,ASIA,Stub
Sagala Ratnayaka,Sri Lanka,798676449,21.936999999999998,ASIA,Start
Peya Mushelenga,Namibia,798678085,2.541,AFRICA,Start
Gaylord J. Clarke,United States,798682011,329.87800000000004,NORTHERN AMERICA,Start
Jonathan Cilley,United States,798682635,329.87800000000004,NORTHERN AMERICA,C
George Kerr (Australian politician),Australia,798682909,25.754,OCEANIA,Start
Cornelius S. Hamilton,United States,798684146,329.87800000000004,NORTHERN AMERICA,Start
Frank Hatton (U.S. politician),United States,798684380,329.87800000000004,NORTHERN AMERICA,Start
Vojtěch Náprstek,Czech Republic,798686948,10.716,EUROPE,C
Theodor Olshausen,Germany,798687410,83.3,EUROPE,Start
Sebastian Seiler,Germany,798689600,83.3,EUROPE,Start
Hadi Al-Amiri,Iraq,798690011,39.725,ASIA,Start
Gustav Struve,Germany,798690668,83.3,EUROPE,C
Michael Walsh (New York),Ireland,798690927,5.003,EUROPE,Start
Dahir Mohamed Geele,Somalia,798692038,15.892999999999999,AFRICA,Stub
Dahiru Awaisu Kuta,Nigeria,798692069,206.14,AFRICA,Stub
Klas Lund,Sweden,798694699,10.377,EUROPE,Stub
Dahuku Péré,Togo,798697339,8.279,AFRICA,C
Laura E. Flores,Panama,798698429,4.283,LATIN AMERICA AND THE CARIBBEAN,Start
Mehrdad Bazrpash,Iran,798700885,84.15,ASIA,Start
"Horace Pitt-Rivers, 3rd Baron Rivers",United Kingdom,798701777,67.16,EUROPE,Start
Joan Kirner,Australia,798705170,25.754,OCEANIA,C
Lubomír Štrougal,Czech Republic,798705619,10.716,EUROPE,Start
Koo Tsai Kee,Singapore,798706366,5.769,ASIA,Start
Thomas McCants Stewart,Liberia,798706480,5.058,AFRICA,Start
Mike Horan,Australia,798707326,25.754,OCEANIA,Start
Irene Blanco Becerra,Mexico,798709769,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Dakolé Daïssala,Cameroon,798713402,26.598000000000003,AFRICA,C
Ulrich Ochsenbein,Switzerland,798714044,8.634,EUROPE,Start
Andrés Martínez Trueba,Uruguay,798721256,3.531,LATIN AMERICA AND THE CARIBBEAN,Start
Rosa Namises,Namibia,798722629,2.541,AFRICA,Start
Dalhatu Umaru Sangari,Nigeria,798724678,206.14,AFRICA,Stub
Pablo Soto,Spain,798725627,47.635,EUROPE,Start
Paula Fortes,Cape Verde,798728861,556.0,AFRICA,Stub
Richard Kaselowsky (died 1921),Germany,798731142,83.3,EUROPE,Stub
Issam Sartawi,Palestinian Territory,798732432,5.008,ASIA,C
Vadim Zagladin,Russia,798732734,146.733,EUROPE,Start
Åsa Romson,Sweden,798732983,10.377,EUROPE,Start
Osvaldo Domínguez Dibb,Paraguay,798733398,7.255,LATIN AMERICA AND THE CARIBBEAN,Start
Jim Murphy,South Africa,798734942,59.628,AFRICA,B
Graziano Cioni,Italy,798735317,60.29600000000001,EUROPE,Start
James M. Hinds,United States,798736535,329.87800000000004,NORTHERN AMERICA,C
Olayuk Akesuk,Canada,798737752,38.19,NORTHERN AMERICA,Stub
Eliyahu Golomb,Israel,798738453,9.216000000000001,ASIA,Stub
Elisenda Vives Balmaña,Andorra,798738968,82.0,EUROPE,Start
Dama Kumari Sharma,Nepal,798740082,29.996,ASIA,Stub
Dolores Ibárruri,Spain,798740530,47.635,EUROPE,C
Ludwig Martens,Russia,798740571,146.733,EUROPE,C
Herschel L. Carnahan,United States,798740930,329.87800000000004,NORTHERN AMERICA,Stub
Adelaide Tambo,South Africa,798741051,59.628,AFRICA,Start
Ammar al-Saffar,Iraq,798741458,39.725,ASIA,Stub
Aenne Brauksiepe,Germany,798741668,83.3,EUROPE,Stub
Fernando da Mata Pimentel,Brazil,798743476,211.812,LATIN AMERICA AND THE CARIBBEAN,Start
Damdin Sükhbaatar,Mongolia,798743949,3.361,ASIA,C
Alexandra Gripenberg,Finland,798744148,5.529,EUROPE,Start
Ryamizard Ryacudu,Indonesia,798746396,271.73900000000003,ASIA,Stub
Damian Drum,Australia,798746498,25.754,OCEANIA,C
M. H. Mohamed,Sri Lanka,798746529,21.936999999999998,ASIA,Stub
List of Prime Ministers of Bhutan,Bhutan,798751323,0.73,ASIA,Start
Neill Aylmer Rattray,New Zealand,798753744,4.987,OCEANIA,Stub
"Gerald Isaacs, 2nd Marquess of Reading",United Kingdom,798754445,67.16,EUROPE,Start
Damir Bajs,Croatia,798756016,4.02,EUROPE,Stub
Alexander Andries Maramis,Indonesia,798756726,271.73900000000003,ASIA,GA
Michael Noyk,Ireland,798758090,5.003,EUROPE,Start
David Oppenheimer,Canada,798758111,38.19,NORTHERN AMERICA,C
Teng Yin,China,798758163,1402.385,ASIA,Stub
Damodar Chaudhary,Nepal,798761142,29.996,ASIA,Stub
Michał Boni,Poland,798762044,38.368,EUROPE,Stub
Pascal Esho Warda,Iraq,798764368,39.725,ASIA,Stub
Sheikh Fazlollah Noori,Iran,798765932,84.15,ASIA,C
Sam Egwu,Nigeria,798766678,206.14,AFRICA,Stub
Kandiah Sivanesan,Sri Lanka,798768217,21.936999999999998,ASIA,Start
Dan Bahadur Kurmi,Nepal,798768262,29.996,ASIA,Stub
"Hans, Count von Bülow",Germany,798768380,83.3,EUROPE,C
María Rojo,Mexico,798770176,127.792,LATIN AMERICA AND THE CARIBBEAN,C
Bak Wonjong,"Korea, South",798775829,51.781000000000006,ASIA,Stub
Peter Fitzpatrick,Ireland,798776437,5.003,EUROPE,Start
Alfred Ilg,Ethiopia,798779005,114.916,AFRICA,Start
Oleg Shenin,Russia,798779161,146.733,EUROPE,Start
Iridia Salazar,Mexico,798782771,127.792,LATIN AMERICA AND THE CARIBBEAN,Start
Alan García,Peru,798789897,32.824,LATIN AMERICA AND THE CARIBBEAN,B
Luis Miguel Sánchez Cerro,Peru,798790645,32.824,LATIN AMERICA AND THE CARIBBEAN,C
List of governors of Baghlan,Afghanistan,798792201,38.928000000000004,ASIA,Start
Dan Plato,South Africa,798793953,59.628,AFRICA,Start
List of kings of Burundi,Burundi,798795008,11.866,AFRICA,Start
Parveen Bala,Fiji,798795686,896.0,OCEANIA,Start
Dan Ruimy,Canada,798796069,38.19,NORTHERN AMERICA,Start
Jan Krejčí,Czech Republic,798796793,10.716,EUROPE,B
Manuel Prado Ugarteche,Peru,798797535,32.824,LATIN AMERICA AND THE CARIBBEAN,Start
Dan Vandal,Canada,798799828,38.19,NORTHERN AMERICA,B
Dan Voiculescu,Romania,798800299,19.241,EUROPE,C
Petros Molyviatis,Greece,798800646,10.7,EUROPE,Start
Bratislav Gašić,Serbia,798801782,6.957000000000001,EUROPE,Start
List of politicians affiliated with the Tea Party movement,United States,798803407,329.87800000000004,NORTHERN AMERICA,B
Choe Myeong-gil,"Korea, South",798804327,51.781000000000006,ASIA,Stub
Dana Olmert,Israel,798805217,9.216000000000001,ASIA,Start
Jeong Nan-jeong,"Korea, South",798806343,51.781000000000006,ASIA,Start
Irna Narulita,Indonesia,798808873,271.73900000000003,ASIA,Stub
Luis Villafuerte,Philippines,798809832,109.581,ASIA,Start
George Deukmejian,Armenia,798815024,2.9560000000000004,ASIA,C
Liu Tienan,China,798815875,1402.385,ASIA,C
Teófilo Braga,Portugal,798818813,10.255,EUROPE,C
Danda Mohamed Kondeh,Sierra Leone,798818951,7.977,AFRICA,Stub
Juan Carlos Romero (politician),Argentina,798819910,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Start
Aden Abdullah Osman Daar,Somalia,798824298,15.892999999999999,AFRICA,C
Maaouya Ould Sid'Ahmed Taya,Mauritania,798828126,4.65,AFRICA,C
Tri Rismaharini,Indonesia,798828157,271.73900000000003,ASIA,Start
Lorne Green,United Kingdom,798831998,67.16,EUROPE,Start
Louis-Gaston Mayila,Gabon,798836891,2.231,AFRICA,C
Khouw Kim An,Indonesia,798837376,271.73900000000003,ASIA,GA
Stanisław Stroński,Poland,798839962,38.368,EUROPE,Start
Elly Heuss-Knapp,Germany,798840042,83.3,EUROPE,Start
Raj Kumar Ranbir Singh,India,798840765,1400.1,ASIA,Stub
Ramesh Chander Bidhan,India,798841317,1400.1,ASIA,Stub
Keiko Fujimori,Peru,798841580,32.824,LATIN AMERICA AND THE CARIBBEAN,C
Daniel Delgado,Panama,798843305,4.283,LATIN AMERICA AND THE CARIBBEAN,Stub
Daniel Ducarme,Belgium,798843975,11.515,EUROPE,Start
Risto Hyvärinen,Finland,798844160,5.529,EUROPE,Stub
Daniel Enele Kwanairara,Solomon Islands,798844987,715.0,OCEANIA,Start
Brent Sancho,Trinidad and Tobago,798845216,1.369,LATIN AMERICA AND THE CARIBBEAN,C
Luis Alegre Zahonero,Spain,798845737,47.635,EUROPE,Start
Luis María Argaña,Paraguay,798845955,7.255,LATIN AMERICA AND THE CARIBBEAN,C
Daniel Finkelstein,United Kingdom,798846354,67.16,EUROPE,C
Peter Feldmann,Germany,798847745,83.3,EUROPE,C
Hauke Jagau,Germany,798848462,83.3,EUROPE,Stub
Lutz Heilmann,Germany,798848775,83.3,EUROPE,C
Léon Blum,France,798852052,64.94,EUROPE,C
Ross Hart (politician),Australia,798854096,25.754,OCEANIA,Stub
Amadou Toumani Touré,Mali,798854777,20.250999999999998,AFRICA,GA
Joseph Urusemal,Federated States of Micronesia,798854787,106.0,OCEANIA,Start
Edward Natapei,Vanuatu,798854948,321.0,OCEANIA,GA
Daniel Jacobus Erasmus,South Africa,798855206,59.628,AFRICA,Stub
Slobodan Jovanović,Serbia,798855994,6.957000000000001,EUROPE,C
Daniel Johnson (naval officer),United States,798856013,329.87800000000004,NORTHERN AMERICA,Start
Yvon Neptune,Haiti,798856712,11.402999999999999,LATIN AMERICA AND THE CARIBBEAN,C
Hipólito Yrigoyen,Argentina,798858943,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,C
Reg Gulley,Australia,798859642,25.754,OCEANIA,Stub
Martynas Jankus,Lithuania,798859919,2.7939999999999996,EUROPE,C
Célestin Gaombalet,Central African Republic,798860087,4.83,AFRICA,Start
Sangam Lal Gupta,India,798860488,1400.1,ASIA,Stub
Daniel Liwimbi,Malawi,798860883,19.13,AFRICA,Stub
Khalid of Saudi Arabia,Saudi Arabia,798861666,35.041,ASIA,GA
Abdullah bin Mohammed Al Thani,United Arab Emirates,798865216,9.777999999999999,ASIA,Stub
Edward Barleycorn,Equatorial Guinea,798865964,1.403,AFRICA,Stub
Daniel Patrick Moynihan,Ireland,798867005,5.003,EUROPE,C
Daniel Pawłowiec,Poland,798867232,38.368,EUROPE,Start
Abdul Ghafoor Khan Durrani,Pakistan,798867756,220.94,ASIA,Start
Maggie Hickey,Australia,798868310,25.754,OCEANIA,Start
Volodymyr Yelchenko,Ukraine,798868630,41.778,EUROPE,Start
Daniel Ramada,Uruguay,798869886,3.531,LATIN AMERICA AND THE CARIBBEAN,Stub
Feleti Teo,Tuvalu,798869945,0.01,OCEANIA,Start
Mahmoud Ahmadinejad and the 1979 hostage crisis,Iran,798870462,84.15,ASIA,C
Mahmoud Ahmadinejad's letter to George W. Bush,Iran,798870474,84.15,ASIA,C
Mahmudur Rahman Manna,Bangladesh,798870672,169.80900000000003,ASIA,Start
Tadahiko Okada,Japan,798871217,125.96700000000001,ASIA,Stub
Tao Chengzhang,China,798871452,1402.385,ASIA,Stub
Maitland Steinkopf,Canada,798871490,38.19,NORTHERN AMERICA,Start
Daniel Santalla,Bolivia,798871551,11.633,LATIN AMERICA AND THE CARIBBEAN,Stub
Daniel Saror,Nigeria,798871647,206.14,AFRICA,Stub
Majid Jowhari,Canada,798871705,38.19,NORTHERN AMERICA,Start
Majid bin Abdulaziz Al Saud,Saudi Arabia,798871748,35.041,ASIA,C
Herbert Ganado,Malta,798872250,522.0,EUROPE,Start
Tian Qianqiu,China,798872373,1402.385,ASIA,Stub
Makiko Tanaka,Japan,798872736,125.96700000000001,ASIA,C
Makoto Tanabe,Japan,798872900,125.96700000000001,ASIA,Stub
Malalai Shinwari,Afghanistan,798873145,38.928000000000004,ASIA,Stub
Naomi Blumenthal,Israel,798873921,9.216000000000001,ASIA,Start
Leopold Hasner von Artha,Austria,798874122,8.914,EUROPE,Stub
